_id,rsn,year_registered,year_evaluated,year_built,property_type,ward,wardname,site_address,confirmed_storeys,confirmed_units,evaluation_completed_on,score,results_of_score,no_of_areas_evaluated,entrance_lobby,entrance_doors_windows,security,stairwells,laundry_rooms,internal_guards_handrails,garbage_chute_rooms,garbage_bin_storage_area,elevators,storage_areas_lockers,interior_wall_ceiling_floor,interior_lighting_levels,graffiti,exterior_cladding,exterior_grounds,exterior_walkways,balcony_guards,water_pen_ext_bldg_elements,parking_area,other_facilities,grid,latitude,longitude,x,y
5813,4152609,2017,2019,1968,PRIVATE,20,Scarborough Southwest,3423 ST CLAIR AVE E,4,30,2019-11-19,78,Evaluation needs to be conducted in 2 years,19,3,4,4,3,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,,E2029,43.71347905,-79.27329468,323053.066,4841304.866
5814,4155564,2017,2019,1970,TCHC,20,Scarborough Southwest,3479 ST CLAIR AVE E,8,94,2019-11-19,71,Evaluation needs to be conducted in 2 years,19,3,3,4,3,4,4,3,2,3,,3,4,3,3,4,5,4,4,4,4,E2030,43.71429507,-79.26921662,323381.434,4841396.427
5815,4155565,2017,2019,1968,TCHC,20,Scarborough Southwest,3485 ST CLAIR AVE E,9,97,2019-11-19,66,Evaluation needs to be conducted in 2 years,19,3,3,3,3,4,3,3,3,4,,3,3,4,3,3,3,4,4,3,4,E2030,43.71452199,-79.2681489,323467.401,4841421.877
5816,4154235,2017,2019,1970,PRIVATE,7,Humber River-Black Creek,45 DRIFTWOOD AVE,14,137,2019-11-19,61,Evaluation needs to be conducted in 1 year,18,4,3,4,4,3,4,2,3,3,,3,3,5,2,2,2,3,3,2,,W0730,43.75114832,-79.51147966,303860.109,4845464.976
5817,4154237,2017,2019,1970,PRIVATE,7,Humber River-Black Creek,50 DRIFTWOOD AVE,14,109,2019-11-19,87,Evaluation needs to be conducted in 3 years,18,5,4,5,4,4,4,,4,5,3,4,4,5,4,5,5,4,5,4,,W0730,43.75229158,-79.51363863,303686.26,4845592.022
5818,4152592,2018,2019,1962,PRIVATE,20,Scarborough Southwest,186 DANFORTH RD,4,15,2019-11-19,83,Evaluation needs to be conducted in 2 years,16,5,3,3,5,5,3,,5,,,3,5,5,4,5,3,4,4,4,,E2029,43.6993092,-79.27375284,323020.454,4839730.543
5819,4152617,2017,2019,1965,PRIVATE,20,Scarborough Southwest,506 DANFORTH RD,3,22,2019-11-19,84,Evaluation needs to be conducted in 2 years,17,3,4,5,4,4,4,,5,,3,4,4,5,4,4,5,5,4,4,,E2030,43.70902212,-79.26737949,323531.111,4840811.032
5820,4154375,2017,2019,1950,PRIVATE,6,York Centre,17 ANTHONY RD,3,11,2019-11-18,73,Evaluation needs to be conducted in 2 years,15,3,4,4,3,4,4,,4,,,4,4,5,2,4,3,,3,4,,N0632,43.73043976,-79.4596132,308038.125,4843165.06
5821,4154453,2017,2019,1958,PRIVATE,6,York Centre,18 SKIPTON CRT,4,40,2019-11-18,85,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,,3,4,,4,5,5,4,5,5,4,3,5,,N0627,43.73736008,-79.49271349,305371.21,4843934.081
5822,4154454,2017,2019,1958,PRIVATE,6,York Centre,20 SKIPTON CRT,4,40,2019-11-18,85,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,,3,4,,4,5,5,4,5,5,4,3,5,,N0627,43.73684427,-79.49297506,305369.286,4843919.864
5823,4154468,2017,2019,1967,PRIVATE,7,Humber River-Black Creek,170 SENTINEL RD,4,60,2019-11-18,57,Evaluation needs to be conducted in 1 year,18,2,3,5,1,3,4,2,3,2,,2,3,5,3,3,2,3,3,2,,W0731,43.75162192,-79.49746966,304988.387,4845517.507
5824,4156642,2017,2019,2010,PRIVATE,17,Don Valley North,1751 SHEPPARD AVE E,7,74,2019-11-18,99,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,N1730,43.77538979,-79.34395515,317356.948,4848175.294
5825,4156639,2017,2019,2010,PRIVATE,17,Don Valley North,1761 SHEPPARD AVE E,7,74,2019-11-18,97,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,5,4,5,,5,5,5,5,5,5,5,5,3,5,N1730,43.77560954,-79.34303695,317419.83,4848195.294
5826,4154448,2017,2019,1959,PRIVATE,6,York Centre,18 SEELEY DR,5,99,2019-11-18,77,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,4,3,3,,4,4,5,2,4,3,5,3,4,,N0627,43.74138175,-79.49430188,305243.523,4844379.888
5827,4154449,2017,2019,1959,PRIVATE,6,York Centre,24 SEELEY DR,4,100,2019-11-18,72,Evaluation needs to be conducted in 2 years,17,4,3,5,4,3,4,4,4,3,,3,3,5,2,4,3,,3,4,,N0627,43.74066328,-79.49275489,305368.127,4844300.082
5828,4154447,2017,2019,1959,PRIVATE,6,York Centre,25 SEELEY DR,4,71,2019-11-18,75,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,3,4,4,3,3,4,4,5,2,4,4,4,2,4,,N0627,43.74151134,-79.49316399,305312.551,4844399.414
5829,4154446,2017,2019,1959,PRIVATE,6,York Centre,27 SEELEY DR,5,71,2019-11-18,76,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,3,4,3,4,5,2,4,4,4,2,4,,N0627,43.7411213,-79.49182242,305443.231,4844350.972
5830,4154694,2017,2019,1961,PRIVATE,6,York Centre,569 SHEPPARD AVE W,13,144,2019-11-18,80,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,4,4,5,5,5,3,3,4,3,4,3,,N0630,43.75530476,-79.4369483,309861.967,4845928.563
5831,4154445,2017,2019,1960,PRIVATE,6,York Centre,1385 SHEPPARD AVE W,4,40,2019-11-18,73,Evaluation needs to be conducted in 2 years,17,3,4,5,2,3,4,,4,5,3,3,4,5,3,3,3,,3,5,,N0627,43.74422541,-79.48745589,305823.196,4844735.738
5832,4155687,2017,2019,2003,PRIVATE,18,Willowdale,151 BEECROFT RD,27,306,2019-11-18,89,Evaluation needs to be conducted in 3 years,19,5,5,5,4,,4,5,5,5,4,3,3,5,5,5,4,5,4,4,5,N1824,43.76499573,-79.41425748,311688.077,4847006.801
5833,4154451,2017,2019,1977,PRIVATE,6,York Centre,117 WHITBURN CRES,3,61,2019-11-18,61,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,3,3,3,,,2,3,4,3,3,3,3,3,3,,N0627,43.73889828,-79.49173615,305450.192,4844104.014
5834,4154752,2017,2019,1958,PRIVATE,18,Willowdale,414 WILLOWDALE AVE,3,65,2019-11-18,90,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,4,,4,5,,4,5,5,3,4,5,5,4,4,5,N1825,43.77721928,-79.40569018,312376.343,4848365.543
5835,4155178,2017,2019,1960,PRIVATE,5,York South-Weston,220 WOOLNER AVE,9,130,2019-11-18,75,Evaluation needs to be conducted in 2 years,17,4,4,5,3,4,4,,3,5,,3,4,5,3,4,3,4,4,2,,W0539,43.67237829,-79.49294886,305352.953,4836714.002
5836,4154452,2017,2019,1977,PRIVATE,6,York Centre,111 WHITBURN CRES,3,46,2019-11-18,61,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,3,3,3,,,2,3,4,3,3,3,3,3,3,,N0627,43.73851531,-79.49154017,305465.98,4844061.47
5837,4154392,2017,2019,1960,PRIVATE,6,York Centre,1455 WILSON AVE,3,66,2019-11-18,75,Evaluation needs to be conducted in 2 years,19,3,4,5,4,4,3,4,4,4,3,4,4,5,3,3,3,3,4,4,,N0631,43.72178334,-79.502797,304559.163,4842202.632
5838,4154410,2017,2019,1965,PRIVATE,6,York Centre,1130 WILSON AVE,11,118,2019-11-18,72,Evaluation needs to be conducted in 2 years,19,4,4,5,2,3,3,3,4,4,4,2,4,5,3,3,3,4,4,4,,N0627,43.72643997,-79.48492026,305999.418,4842720.033
5839,4154407,2017,2019,1970,PRIVATE,6,York Centre,1154 WILSON AVE,15,229,2019-11-18,80,Evaluation needs to be conducted in 2 years,19,5,4,5,4,4,4,4,4,4,3,5,5,5,3,3,3,3,4,4,,N0627,43.72646662,-79.48642186,305878.438,4842722.978
5840,4154383,2017,2019,1970,PRIVATE,6,York Centre,1265 WILSON AVE,4,61,2019-11-18,69,Evaluation needs to be conducted in 2 years,18,4,4,5,2,2,3,3,3,5,,2,3,5,3,3,3,4,4,4,,N0631,43.7238062,-79.49209777,305420.909,4842428.319
5841,4154568,2017,2019,1958,PRIVATE,6,York Centre,417 WILSON AVE,3,10,2019-11-18,65,Evaluation needs to be conducted in 1 year,16,3,3,4,4,3,3,,3,,,3,3,5,3,3,3,3,3,3,,N0633,43.73594637,-79.43965511,309645.512,4843777.796
5842,4154369,2017,2019,1953,PRIVATE,6,York Centre,823 WILSON AVE,3,11,2019-11-18,72,Evaluation needs to be conducted in 2 years,15,4,4,4,3,3,4,,3,,,3,4,5,3,4,3,,3,4,,N0632,43.73162516,-79.46139552,307894.467,4843296.678
5843,4154389,2017,2019,1955,PRIVATE,6,York Centre,1497 WILSON AVE,4,42,2019-11-18,75,Evaluation needs to be conducted in 2 years,16,3,3,5,3,3,3,,4,,,4,4,5,4,4,4,4,4,3,,N0631,43.72097928,-79.50512595,304371.503,4842113.317
5844,4154388,2017,2019,1958,PRIVATE,6,York Centre,1505 WILSON AVE,4,55,2019-11-18,73,Evaluation needs to be conducted in 2 years,17,3,3,5,3,3,3,,4,,4,4,3,5,4,3,3,4,4,4,,N0631,43.72079641,-79.50559903,304333.381,4842093.005
5845,4154716,2017,2019,1970,PRIVATE,18,Willowdale,5900 YONGE ST,13,233,2019-11-18,88,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,4,4,5,4,4,4,5,5,4,4,3,5,4,4,5,N1822,43.78629119,-79.41782739,311398.042,4849373.379
5846,4156581,2017,2019,1968,PRIVATE,18,Willowdale,6061 YONGE ST,19,304,2019-11-18,89,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,4,5,5,4,5,4,5,5,4,4,3,5,4,4,4,N1823,43.79025465,-79.41772863,311401.574,4849805.1
5847,4154728,2017,2019,1968,PRIVATE,18,Willowdale,6210 YONGE ST,7,83,2019-11-18,88,Evaluation needs to be conducted in 3 years,17,5,5,5,4,4,5,,4,4,,4,4,5,4,4,5,5,4,4,,N1822,43.79398251,-79.41982279,311236.874,4850226.759
5848,4154387,2017,2019,1958,PRIVATE,6,York Centre,1515 WILSON AVE,4,55,2019-11-18,78,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,3,,4,4,4,4,4,5,4,3,3,4,4,4,,N0631,43.72083142,-79.50603394,304298.338,4842096.898
5849,4154386,2017,2019,1958,PRIVATE,6,York Centre,1525 WILSON AVE,4,21,2019-11-18,76,Evaluation needs to be conducted in 2 years,17,3,4,5,3,3,3,,4,,4,4,4,5,4,4,4,4,4,3,,N0631,43.72076172,-79.50643827,304265.757,4842089.159
5850,4154385,2017,2019,1960,PRIVATE,6,York Centre,1533 WILSON AVE,4,42,2019-11-18,76,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,4,,3,,4,3,4,5,4,4,4,4,4,3,,N0631,43.72061561,-79.50674077,304241.38,4842072.93
5851,4154384,2017,2019,1960,PRIVATE,6,York Centre,1537 WILSON AVE,4,42,2019-11-18,76,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,4,,3,,4,3,4,5,4,4,4,4,4,3,,N0631,43.72052935,-79.50708963,304213.269,4842063.35
5852,4154399,2017,2019,1960,PRIVATE,6,York Centre,1303 WILSON AVE,8,85,2019-11-18,78,Evaluation needs to be conducted in 2 years,18,3,4,5,3,3,4,3,5,5,,3,4,5,4,4,4,4,3,4,,N0631,43.7232242,-79.49420441,305251.45,4842362.698
5853,4154398,2017,2019,1960,PRIVATE,6,York Centre,1305 WILSON AVE,8,86,2019-11-18,79,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,4,4,4,5,4,3,4,5,3,4,4,4,3,4,,N0631,43.72343676,-79.49497644,305189.248,4842386.31
5854,4154397,2017,2019,1960,PRIVATE,6,York Centre,1307 WILSON AVE,8,81,2019-11-18,79,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,4,3,5,5,4,3,4,5,4,4,4,4,3,4,,N0631,43.72282544,-79.49484704,305149.24,4842386.885
5855,4154396,2017,2019,1960,PRIVATE,6,York Centre,1309 WILSON AVE,7,84,2019-11-18,82,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,5,3,4,4,5,4,4,4,5,3,4,,N0631,43.72308759,-79.49577364,305125.023,4842347.517
5856,4154406,2017,2019,1968,PRIVATE,6,York Centre,1330 WILSON AVE,4,27,2019-11-18,79,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,4,,4,4,,3,4,5,4,4,5,3,4,4,,N0627,43.72372591,-79.4964873,305067.523,4842418.431
5857,4154395,2017,2019,1960,PRIVATE,6,York Centre,1391 WILSON AVE,4,36,2019-11-18,76,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,4,,3,,4,4,5,5,3,3,3,3,4,4,,N0631,43.72177057,-79.49965682,304812.168,4842201.204
5858,4154393,2017,2019,1958,PRIVATE,6,York Centre,1395 WILSON AVE,4,35,2019-11-18,86,Evaluation needs to be conducted in 3 years,17,4,4,5,4,4,4,4,4,,4,4,3,5,5,5,5,,5,4,,N0631,43.72151424,-79.50081499,304718.854,4842172.729
5859,4154424,2017,2019,1955,PRIVATE,6,York Centre,2854 KEELE ST,3,11,2019-11-18,56,Evaluation needs to be conducted in 1 year,15,3,2,3,4,2,4,,2,,,3,3,3,2,3,3,,2,3,,N0627,43.73162168,-79.48367675,306099.513,4843295.718
5860,4154423,2017,2019,1969,PRIVATE,6,York Centre,2856 KEELE ST,3,11,2019-11-18,89,Evaluation needs to be conducted in 3 years,15,5,4,5,4,5,4,,4,,,4,4,5,5,5,4,,5,4,,N0627,43.73180648,-79.48371556,306096.383,4843316.247
5861,4154421,2017,2019,1955,PRIVATE,6,York Centre,2866 KEELE ST,3,11,2019-11-18,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,,,5,4,3,3,4,4,3,4,4,,N0627,43.73233632,-79.48388316,306082.872,4843375.108
5862,4154419,2017,2019,1950,PRIVATE,6,York Centre,2880 KEELE ST,3,11,2019-11-18,53,Evaluation needs to be conducted in 1 year,16,2,3,3,2,2,3,,3,,2,2,2,3,3,3,3,,3,3,,N0627,43.73308316,-79.48395233,306088.5,4843477.583
5863,4154428,2017,2019,1965,PRIVATE,6,York Centre,2251 JANE ST,3,11,2019-11-18,93,Evaluation needs to be conducted in 3 years,15,4,5,5,5,5,5,,4,,,5,4,5,4,5,5,,5,4,,N0627,43.72545459,-79.50933323,304032.575,4842610.516
5864,4154429,2017,2019,1965,PRIVATE,6,York Centre,2253 JANE ST,3,11,2019-11-18,95,Evaluation needs to be conducted in 3 years,15,4,5,5,4,5,5,,4,,,5,5,5,5,5,5,,5,4,,N0627,43.72565262,-79.50939325,304027.743,4842632.515
5865,4154430,2017,2019,1965,PRIVATE,6,York Centre,2255 JANE ST,3,11,2019-11-18,92,Evaluation needs to be conducted in 3 years,15,4,5,5,4,5,5,,4,,,5,4,5,4,5,5,,5,4,,N0627,43.72589132,-79.50944804,304023.333,4842659.033
5866,4154431,2017,2019,1965,PRIVATE,6,York Centre,2257 JANE ST,3,11,2019-11-18,95,Evaluation needs to be conducted in 3 years,15,4,5,5,5,4,5,,5,,,4,5,5,4,5,5,,5,5,,N0627,43.72609827,-79.50951083,304018.278,4842682.025
5867,4154435,2017,2019,1968,PRIVATE,6,York Centre,2415 JANE ST,20,158,2019-11-18,76,Evaluation needs to be conducted in 2 years,20,4,4,3,4,4,4,4,4,3,4,3,3,5,4,4,4,3,4,4,4,N0627,43.73073923,-79.51011436,303969.752,4843197.602
5868,4154411,2017,2019,1962,PRIVATE,6,York Centre,2788 KEELE ST,4,41,2019-11-18,72,Evaluation needs to be conducted in 2 years,19,3,3,4,4,4,4,3,3,4,3,4,5,5,3,3,3,3,3,4,,N0627,43.7283142,-79.48278404,306171.491,4842928.283
5869,4154417,2017,2019,1950,PRIVATE,6,York Centre,2808 KEELE ST,4,54,2019-11-18,76,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,4,,3,4,4,3,3,5,4,4,4,4,4,4,,N0627,43.72906307,-79.48293778,306159.092,4843011.481
5870,4154416,2017,2019,1955,PRIVATE,6,York Centre,2816 KEELE ST,3,12,2019-11-18,55,Evaluation needs to be conducted in 1 year,15,3,3,3,2,2,3,,3,,,2,3,5,3,2,1,,3,3,,N0627,43.72946013,-79.48312347,306144.125,4843055.59
5871,4154415,2017,2019,1972,PRIVATE,6,York Centre,2818 KEELE ST,3,11,2019-11-18,54,Evaluation needs to be conducted in 1 year,16,2,2,3,2,2,3,,3,,3,2,2,5,2,3,3,,3,3,,N0627,43.72969309,-79.48317941,306139.614,4843081.47
5872,4154426,2017,2019,1963,PRIVATE,6,York Centre,2850 KEELE ST,3,12,2019-11-18,85,Evaluation needs to be conducted in 2 years,16,5,5,5,4,5,4,,4,,,4,4,3,4,4,4,5,4,4,,N0627,43.7312521,-79.4835803,306107.29,4843254.661
5873,4154809,2017,2019,1967,PRIVATE,17,Don Valley North,95 HAVENBROOK BLVD,14,198,2019-11-18,86,Evaluation needs to be conducted in 3 years,19,4,4,4,4,4,4,3,4,5,4,5,4,5,5,4,4,5,5,5,,N1730,43.76881395,-79.34730753,317077.699,4847438.733
5874,4156614,2017,2019,2010,PRIVATE,18,Willowdale,105 HARRISON GARDEN BLVD,22,332,2019-11-18,94,Evaluation needs to be conducted in 3 years,19,5,5,5,5,,5,4,3,4,5,5,5,5,5,5,5,5,5,3,5,N1828,43.7575341,-79.40497951,,
5875,4154374,2017,2019,1958,PRIVATE,6,York Centre,3 HARTHAM PL,3,11,2019-11-18,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,4,,4,,5,4,4,5,4,4,3,,3,3,,N0632,43.73005267,-79.45951771,308045.841,4843122.061
5876,4154373,2017,2019,1959,PRIVATE,6,York Centre,5 HARTHAM PL,3,26,2019-11-18,78,Evaluation needs to be conducted in 2 years,16,4,5,5,4,4,4,,3,,4,3,3,5,4,4,4,,4,2,,N0632,43.72960998,-79.45935773,308058.755,4843072.886
5877,4154372,2017,2019,1958,PRIVATE,6,York Centre,6 HARTHAM PL,3,26,2019-11-18,81,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,,4,4,4,5,4,4,4,,5,3,,N0632,43.72946567,-79.4599074,308014.479,4843056.832
5878,4154413,2017,2019,1954,PRIVATE,6,York Centre,1 WANDLE AVE,3,12,2019-11-18,59,Evaluation needs to be conducted in 1 year,15,3,3,4,3,2,3,,3,,,3,2,4,3,3,3,,3,2,,N0627,43.73081098,-79.48372401,306095.721,4843205.654
5879,4154817,2017,2019,1972,PRIVATE,17,Don Valley North,3000 VICTORIA PARK AVE,6,228,2019-11-18,82,Evaluation needs to be conducted in 2 years,19,5,5,5,2,4,5,3,4,5,,4,5,4,4,4,4,4,4,2,5,N1728,43.79232678,-79.33205099,318300.734,4850053.318
5880,4154753,2017,2019,1985,PRIVATE,18,Willowdale,77 FINCH AVE E,21,438,2019-11-18,88,Evaluation needs to be conducted in 3 years,17,5,5,5,4,5,4,5,4,5,,4,5,5,4,4,4,,3,4,,N1825,43.78018949,-79.41109622,311940.809,4848695.08
5881,4154434,2017,2019,1968,PRIVATE,6,York Centre,195 EXBURY RD,20,159,2019-11-18,80,Evaluation needs to be conducted in 2 years,20,4,5,4,4,4,4,3,4,3,4,4,4,5,4,4,4,3,5,4,4,N0627,43.73012561,-79.50977871,303996.516,4843130.381
5882,4154703,2017,2019,1966,PRIVATE,18,Willowdale,55 ELLERSLIE AVE,17,391,2019-11-18,86,Evaluation needs to be conducted in 3 years,19,5,5,4,4,4,4,4,4,4,,4,5,5,4,5,4,5,4,4,4,N1824,43.77115091,-79.41475263,311643.273,4847712.184
5883,4156069,2017,2019,1966,PRIVATE,18,Willowdale,65 ELLERSLIE AVE,6,107,2019-11-18,86,Evaluation needs to be conducted in 3 years,19,5,5,4,4,4,4,4,4,4,,4,5,5,4,5,4,5,4,4,4,N1824,43.77093222,-79.41566721,311564.371,4847682.02
5884,4154749,2017,2019,1976,PRIVATE,18,Willowdale,2 FOREST LANEWAY,29,366,2019-11-18,82,Evaluation needs to be conducted in 2 years,18,5,5,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,,,N1826,43.76323964,-79.40919136,312077.264,4846803.075
5885,4156258,2017,2019,1975,PRIVATE,18,Willowdale,4 FOREST LANEWAY,29,277,2019-11-18,82,Evaluation needs to be conducted in 2 years,18,5,5,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,,,N1826,43.76263095,-79.40975466,312057.524,4846740.513
5886,4154812,2017,2019,1967,PRIVATE,17,Don Valley North,65 FOREST MANOR RD,17,218,2019-11-18,80,Evaluation needs to be conducted in 2 years,19,3,4,5,4,4,5,3,3,3,4,4,5,5,4,3,4,5,5,3,,N1730,,,317344.573,4847953.138
5887,4166732,2017,2019,1965,PRIVATE,17,Don Valley North,80 FOREST MANOR RD,18,287,2019-11-18,95,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,3,,N1730,43.77494536,-79.34458593,317295.272,4848121.27
5888,4154816,2017,2019,1972,PRIVATE,17,Don Valley North,60 CLIPPER RD,14,206,2019-11-18,89,Evaluation needs to be conducted in 3 years,19,4,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,5,5,4,,N1728,43.78746575,-79.33106944,318380.816,4849513.425
5889,4154815,2017,2019,1970,PRIVATE,17,Don Valley North,70 CLIPPER RD,14,206,2019-11-18,90,Evaluation needs to be conducted in 3 years,20,4,5,5,4,4,5,5,5,5,4,4,5,5,4,4,4,5,4,4,5,N1728,43.78801414,-79.33201114,318304.901,4849574.193
5890,4154701,2017,2019,1967,PRIVATE,18,Willowdale,325 BOGERT AVE,6,418,2019-11-18,69,Evaluation needs to be conducted in 2 years,19,5,3,5,3,4,3,3,3,5,,3,4,4,3,3,3,3,3,2,4,N1827,43.75706615,-79.42692231,310668.885,4846125.843
5891,4154418,2017,2019,1945,PRIVATE,6,York Centre,11 CALVINGTON DR,3,11,2019-11-18,53,Evaluation needs to be conducted in 1 year,15,2,2,3,3,,3,,2,,3,2,2,3,3,3,3,,3,3,,N0627,43.7333055,-79.48403421,306070.686,4843482.777
5892,4154814,2017,2019,1972,PRIVATE,17,Don Valley North,25 PARKWAY FOREST DR,17,300,2019-11-18,98,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,N1730,43.76924722,-79.34166025,317532.252,4847487.714
5893,4154813,2017,2019,1967,PRIVATE,17,Don Valley North,110 PARKWAY FOREST DR,17,216,2019-11-18,80,Evaluation needs to be conducted in 2 years,20,5,4,4,4,4,4,3,3,5,4,3,4,5,4,3,4,5,4,3,5,N1730,43.7741359,-79.34294518,317427.784,4848030.635
5894,4155768,2017,2019,2006,PRIVATE,17,Don Valley North,121 PARKWAY FOREST DR,14,232,2019-11-18,91,Evaluation needs to be conducted in 3 years,19,5,4,4,4,5,4,5,5,4,,4,4,5,5,4,5,5,5,4,5,N1730,43.77537608,-79.34070748,317568.764,4848085.643
5895,4232789,2017,2019,1970,PRIVATE,17,Don Valley North,125 PARKWAY FOREST DR,18,287,2019-11-18,92,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,3,3,4,5,N1730,43.77533655,-79.34232333,317477.331,4848165.074
5896,4153731,2017,2019,2013,PRIVATE,17,Don Valley North,130 PARKWAY FOREST DR,8,105,2019-11-18,99,Evaluation needs to be conducted in 3 years,18,5,5,5,5,,5,5,5,5,,5,5,5,5,4,5,5,5,5,5,N1730,43.77461802,-79.34357219,317376.948,4848085.058
5897,4154380,2017,2019,1953,PRIVATE,6,York Centre,27 PAXTONIA BLVD,4,50,2019-11-18,79,Evaluation needs to be conducted in 2 years,19,4,4,3,4,3,4,3,3,5,3,4,5,5,4,4,4,5,4,4,,N0628,43.72902166,-79.48091892,306321.739,4843006.91
5898,4154381,2017,2019,1964,PRIVATE,6,York Centre,31 PAXTONIA BLVD,3,50,2019-11-18,75,Evaluation needs to be conducted in 2 years,19,3,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,,N0628,43.72918416,-79.47998621,306396.878,4843024.978
5899,4261716,2017,2019,1945,PRIVATE,18,Willowdale,8 OAKBURN CRES,3,11,2019-11-18,80,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,,3,3,4,5,4,5,4,,4,4,,N1828,43.75877054,-79.40441187,312481.303,4846317.021
5900,4261719,2017,2019,1945,PRIVATE,18,Willowdale,12 OAKBURN CRES,3,11,2019-11-18,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,,3,3,4,5,4,4,4,,4,3,,N1828,43.75898727,-79.40380803,312533.428,4846393.567
5901,4329035,2018,2019,1949,PRIVATE,6,York Centre,14 ROSSEAU RD,3,11,2019-11-18,69,Evaluation needs to be conducted in 2 years,16,3,3,4,3,3,3,,3,,3,3,3,5,5,3,3,,4,4,,N0629,43.74221453,-79.43743356,309823.955,4844474.267
5902,4327367,2018,2019,1949,PRIVATE,6,York Centre,12 ROSSEAU RD,3,11,2019-11-18,69,Evaluation needs to be conducted in 2 years,16,3,3,4,3,2,3,,3,,3,3,3,5,5,3,3,,5,4,,N0629,43.74201442,-79.43730392,309843.087,4844439.041
5903,4155623,2017,2019,1955,TCHC,5,York South-Weston,1620 LAWRENCE AVE W,3,13,2019-11-14,64,Evaluation needs to be conducted in 1 year,17,4,2,2,3,4,4,,3,,,3,3,4,2,3,3,4,3,3,4,W0526,43.70645065,-79.48932175,305627.966,4840469.963
5904,4155131,2017,2019,1968,PRIVATE,5,York South-Weston,55 EMMETT AVE,23,267,2019-11-08,68,Evaluation needs to be conducted in 2 years,19,3,3,3,3,4,3,3,3,3,3,4,3,5,3,4,4,3,4,4,,W0531,43.68863662,-79.50342902,304507.717,4838521.209
5905,4155132,2017,2019,1971,PRIVATE,5,York South-Weston,65 EMMETT AVE,24,419,2019-11-08,76,Evaluation needs to be conducted in 2 years,19,4,4,3,3,4,4,3,4,4,3,3,4,4,3,4,4,4,5,5,,W0531,43.68804158,-79.50407979,304455.515,4838454.156
5906,4154299,2018,2019,1970,PRIVATE,5,York South-Weston,1577 LAWRENCE AVE W,15,350,2019-11-08,68,Evaluation needs to be conducted in 2 years,19,4,3,5,2,4,4,3,4,4,,3,3,3,3,4,2,4,4,2,4,W0529,43.70541807,-79.48947211,305632.974,4840384.601
5907,4154441,2017,2019,1954,PRIVATE,6,York Centre,2954 KEELE ST,3,12,2019-11-08,74,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,,4,3,4,3,3,4,3,,3,4,,N0627,43.73533806,-79.48455866,306028.136,4843709.531
5908,4154455,2017,2019,1967,PRIVATE,6,York Centre,3400 KEELE ST,9,141,2019-11-08,76,Evaluation needs to be conducted in 2 years,18,4,4,5,3,3,4,3,4,4,,4,4,5,3,4,4,4,4,2,,N0625,43.74801564,-79.48790029,305768.008,4845249.455
5909,4155850,2017,2019,2005,PRIVATE,6,York Centre,3810 BATHURST ST,6,84,2019-11-07,97,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,N0629,43.73891785,-79.43480398,310036.024,4844108.198
